name,url,album,date,artist,genre,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
On My Own,Les Misérables (The Complete Symphonic Recording),https://open.spotify.com/track/24kMw91QSvDEnlEC3msN86,1988-01-01,Kaho Shimada,unknown,25,0.218,0.0852,5,-15.43,1,0.0422,0.878,0.000207,0.103,0.118,57.225,239760,3
Building The Barricade,Les Misérables (The Complete Symphonic Recording),https://open.spotify.com/track/2cQAnPPCG4AOPmu1VcTKg2,1988-01-01,Michael Ball,operatic pop,19,0.399,0.317,0,-11.744,1,0.0387,0.778,0.000348,0.0814,0.304,75.736,156453,5
Javert's Arrival,Les Misérables (The Complete Symphonic Recording),https://open.spotify.com/track/4sqoUo57vMUIU3oVRZ03oY,1988-01-01,Rich Herbert,unknown,19,0.499,0.482,11,-14.117,1,0.158,0.796,0.0,0.172,0.497,69.478,54213,3
Little People,Les Misérables (The Complete Symphonic Recording),https://open.spotify.com/track/5cka0PahtcIAshf1eADpS4,1988-01-01,Ross McCall,unknown,21,0.632,0.371,7,-13.701,1,0.153,0.77,0.0,0.406,0.653,101.089,83693,3
A Little Fall Of Rain,Les Misérables (The Complete Symphonic Recording),https://open.spotify.com/track/6iB8G33jRRDcEILdcyDM9q,1988-01-01,Kaho Shimada,unknown,20,0.37,0.0526,5,-23.938,1,0.044,0.856,1.05E-05,0.197,0.221,108.461,243120,4
Night Of Anguish,Les Misérables (The Complete Symphonic Recording),https://open.spotify.com/track/6jytG9lwqaleltqLvFaJb6,1988-01-01,Reece Holland,unknown,17,0.376,0.0567,0,-22.746,1,0.0572,0.891,1.67E-05,0.323,0.114,61.605,137080,3
First Attack,Les Misérables (The Complete Symphonic Recording),https://open.spotify.com/track/7C7HwByZwr6bYW601S38aT,1988-01-01,Anthony Warlowe,unknown,17,0.569,0.245,4,-14.722,0,0.108,0.845,0.0,0.341,0.157,92.891,217120,3
Drink With Me,Les Misérables (The Complete Symphonic Recording),https://open.spotify.com/track/0LNyy7aj9ClsJ0C69DzImu,1988-01-01,William Solo,unknown,20,0.279,0.033,5,-25.081,1,0.0368,0.949,0.0,0.0904,0.0751,93.886,168960,3
Bring Him Home,Les Misérables (The Complete Symphonic Recording),https://open.spotify.com/track/6JSVM9w5idRFiTVNhRA0Zf,1988-01-01,Gary Morris,classic country pop,21,0.267,0.158,9,-15.098,1,0.041,0.921,1.82E-05,0.165,0.125,142.167,207480,4
Dawn Of Anguish,Les Misérables (The Complete Symphonic Recording),https://open.spotify.com/track/5RquV0XMLqxZJSjt7Zx7KC,1988-01-01,Anthony Warlowe,unknown,17,0.298,0.0357,5,-25.248,1,0.0403,0.95,0.00263,0.0945,0.046,130.599,107653,5
