name,url,album,date,artist,genre,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Dragon Racing,How To Train Your Dragon 2,https://open.spotify.com/track/37aCMkmDHRIOzYAnyu3ghx,2014-06-10,John Powell,british soundtrack,0,0.279,0.594,8,-10.269,1,0.0819,0.299,0.863,0.0672,0.208,124.33,273173,4
Together We Map The World,How To Train Your Dragon 2,https://open.spotify.com/track/0sEvAh60feGWtELyNh8TH8,2014-06-10,John Powell,british soundtrack,0,0.206,0.0771,7,-26.595,1,0.0358,0.817,0.878,0.194,0.0855,115.043,138333,3
Hiccup The Chief / Drago's Coming,How To Train Your Dragon 2,https://open.spotify.com/track/7KVWulDODQwfwg14xCJIjg,2014-06-10,John Powell,british soundtrack,0,0.207,0.363,1,-14.174,0,0.0443,0.513,0.903,0.0353,0.0512,108.096,283733,4
Toothless Lost,How To Train Your Dragon 2,https://open.spotify.com/track/2Tc1kwRaAbkR1oBwL7tuIp,2014-06-10,John Powell,british soundtrack,0,0.161,0.234,8,-14.156,1,0.0374,0.668,0.849,0.102,0.0644,81.042,206907,3
Should I Know You?,How To Train Your Dragon 2,https://open.spotify.com/track/5oP6hScwyJEhYydYbK4nXX,2014-06-10,John Powell,british soundtrack,0,0.261,0.316,2,-14.507,0,0.0341,0.709,0.939,0.0893,0.162,69.019,114787,4
Valka's Dragon Sanctuary,How To Train Your Dragon 2,https://open.spotify.com/track/7j3eAdXXC8Q9eWxY5KtiAd,2014-06-10,John Powell,british soundtrack,0,0.0836,0.168,0,-18.526,1,0.0395,0.846,0.964,0.112,0.036,84.39,197640,4
Losing Mom / Meet The Good Alpha,How To Train Your Dragon 2,https://open.spotify.com/track/7Gw8WEQK5SVu0G1VAnxJ8j,2014-06-10,John Powell,british soundtrack,0,0.0639,0.172,0,-18.305,0,0.0428,0.804,0.959,0.307,0.038,70.017,202760,4
Meet Drago,How To Train Your Dragon 2,https://open.spotify.com/track/4JKJBdj7UAwaF2m1hDKLeN,2014-06-10,John Powell,british soundtrack,0,0.162,0.208,10,-16.085,0,0.0381,0.587,0.694,0.133,0.062,98.419,265587,4
Stoick Finds Beauty,How To Train Your Dragon 2,https://open.spotify.com/track/5ZPVnX6gAcetRXlZeXREyW,2014-06-10,John Powell,british soundtrack,0,0.108,0.114,5,-21.996,1,0.0374,0.916,0.927,0.146,0.0391,84.889,152160,3
Flying With Mother,How To Train Your Dragon 2,https://open.spotify.com/track/4eyOdAZS4vxs12QcJSa68v,2014-06-10,John Powell,british soundtrack,0,0.424,0.378,0,-13.981,1,0.032,0.03,0.168,0.343,0.489,99.998,167947,3
For The Dancing And The Dreaming,How To Train Your Dragon 2,https://open.spotify.com/track/6HSkSbCYuHlAJbTWehH4MC,2014-06-10,Gerard Butler,movie tunes,0,0.294,0.0682,0,-19.652,1,0.131,0.471,0.0,0.0645,0.195,75.81,186147,4
Battle Of The Bewilderbeast,How To Train Your Dragon 2,https://open.spotify.com/track/6ogo8LLu2SVrNZwfKMCDzu,2014-06-10,John Powell,british soundtrack,0,0.207,0.57,7,-11.22,1,0.0473,0.0203,0.883,0.0868,0.143,135.581,384987,4
Hiccup Confronts Drago,How To Train Your Dragon 2,https://open.spotify.com/track/7zDzKMiszZtwlyWQHLHhZV,2014-06-10,John Powell,british soundtrack,0,0.161,0.446,7,-14.874,1,0.0435,0.0652,0.917,0.365,0.135,95.981,244480,4
Stoick Saves Hiccup,How To Train Your Dragon 2,https://open.spotify.com/track/5o8bAlpSkN1XvDLgll2WQm,2014-06-10,John Powell,british soundtrack,0,0.103,0.157,8,-16.007,1,0.0339,0.278,0.969,0.142,0.0353,83.167,138053,3
Stoick's Ship,How To Train Your Dragon 2,https://open.spotify.com/track/7fgXYQqnxzbAsZYpEDaRLN,2014-06-10,John Powell,british soundtrack,0,0.145,0.0659,7,-21.228,0,0.035,0.932,0.949,0.0655,0.0451,138.868,227040,3
Alpha Comes To Berk,How To Train Your Dragon 2,https://open.spotify.com/track/76MbMYtetEGJtjcmSL8xL8,2014-06-10,John Powell,british soundtrack,0,0.211,0.316,6,-15.48,0,0.0421,0.669,0.71,0.135,0.0393,91.839,139347,4
Toothless Found,How To Train Your Dragon 2,https://open.spotify.com/track/1suUvEySC8ZNWIlEMlomyy,2014-06-10,John Powell,british soundtrack,0,0.204,0.363,7,-12.939,1,0.0445,0.572,0.972,0.0763,0.0399,111.336,224613,4
Two New Alphas,How To Train Your Dragon 2,https://open.spotify.com/track/7sBXUtL5G5WpXmEWV3Tg44,2014-06-10,John Powell,british soundtrack,0,0.0697,0.367,7,-13.582,1,0.0426,0.279,0.843,0.0826,0.0722,75.859,364600,4
Where No One Goes,How To Train Your Dragon 2,https://open.spotify.com/track/7d4PcAQO2ELA5gHNMfqq88,2014-06-10,Jónsi,icelandic pop,0,0.504,0.879,9,-7.442,1,0.0636,0.0177,0.00866,0.347,0.354,140.017,164533,4
