name,url,album,date,artist,genre,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
The Prophecy,The Lord of the Rings: The Fellowship of the Ring (Original Motion Picture Soundtrack),https://open.spotify.com/track/6ANHfvTsKVUMQD1xD2VAMr,2001-11-19,Howard Shore,canadian classical,53,0.0735,0.0657,2,-21.943,0,0.0374,0.947,0.958,0.258,0.0317,177.549,235027,4
Concerning Hobbits,The Lord of the Rings: The Fellowship of the Ring (Original Motion Picture Soundtrack),https://open.spotify.com/track/644es5aYPJghtZLjM1rmSP,2001-11-19,Howard Shore,canadian classical,68,0.488,0.0629,2,-21.524,1,0.0342,0.843,0.406,0.133,0.175,104.311,175040,4
The Shadow of the Past,The Lord of the Rings: The Fellowship of the Ring (Original Motion Picture Soundtrack),https://open.spotify.com/track/2TZOJDEX0TajN8wsUVvz3W,2001-11-19,Howard Shore,canadian classical,51,0.132,0.145,2,-18.315,0,0.0394,0.719,0.906,0.11,0.0353,144.708,212960,4
The Treason of Isengard,The Lord of the Rings: The Fellowship of the Ring (Original Motion Picture Soundtrack),https://open.spotify.com/track/4OS6Rl6cSasFeIw7Tq3dLK,2001-11-19,Howard Shore,canadian classical,51,0.0824,0.233,9,-16.068,0,0.0372,0.908,0.8,0.0847,0.0664,83.259,240640,4
The Black Rider,The Lord of the Rings: The Fellowship of the Ring (Original Motion Picture Soundtrack),https://open.spotify.com/track/6qQFz7pPq8lqOLFDxwWfcl,2001-11-19,Howard Shore,canadian classical,50,0.296,0.199,2,-14.744,0,0.0344,0.861,0.933,0.0893,0.305,86.729,168133,4
At the Sign of the Prancing Pony,The Lord of the Rings: The Fellowship of the Ring (Original Motion Picture Soundtrack),https://open.spotify.com/track/7fZVaaZUrH8itKO9LBmJln,2001-11-19,Howard Shore,canadian classical,49,0.103,0.112,7,-17.863,0,0.0423,0.812,0.934,0.107,0.0628,175.844,194067,4
A Knife in the Dark,The Lord of the Rings: The Fellowship of the Ring (Original Motion Picture Soundtrack),https://open.spotify.com/track/5GsMJInonlNJWpYEqrmGRQ,2001-11-19,Howard Shore,canadian classical,52,0.119,0.369,10,-15.537,1,0.0529,0.9,0.784,0.14,0.0431,75.039,214333,5
Flight to the Ford,The Lord of the Rings: The Fellowship of the Ring (Original Motion Picture Soundtrack),https://open.spotify.com/track/3oZKVe0QVMArW3QgaER8rs,2001-11-19,Howard Shore,canadian classical,49,0.158,0.08,0,-17.931,1,0.0441,0.918,0.954,0.081,0.0427,108.629,254933,3
Many Meetings,The Lord of the Rings: The Fellowship of the Ring (Original Motion Picture Soundtrack),https://open.spotify.com/track/0VfcYOujgf9JDAgwlgu1qm,2001-11-19,Howard Shore,canadian classical,57,0.0623,0.1,0,-20.607,1,0.0459,0.982,0.934,0.116,0.0359,64.791,185427,4
"The Council of Elrond (feat. ""Aniron"") [Theme for Aragorn and Arwen]",The Lord of the Rings: The Fellowship of the Ring (Original Motion Picture Soundtrack),https://open.spotify.com/track/3Knohqfb9jeYzL6wMZiWLM,2001-11-19,Howard Shore,canadian classical,66,0.104,0.111,1,-20.031,1,0.0517,0.979,0.926,0.11,0.039,83.933,229107,4
The Ring Goes South,The Lord of the Rings: The Fellowship of the Ring (Original Motion Picture Soundtrack),https://open.spotify.com/track/6IQY3GEMC2B3mchMvi4NZj,2001-11-19,Howard Shore,canadian classical,54,0.134,0.138,9,-14.987,0,0.0375,0.919,0.872,0.112,0.0798,80.007,123000,4
A Journey in the Dark,The Lord of the Rings: The Fellowship of the Ring (Original Motion Picture Soundtrack),https://open.spotify.com/track/3PBKcE5sDRSjvcYDjeWZFW,2001-11-19,Howard Shore,canadian classical,48,0.0826,0.22,2,-17.94,0,0.0409,0.89,0.906,0.0741,0.0373,83.661,260267,4
The Bridge of Khazad Dum,The Lord of the Rings: The Fellowship of the Ring (Original Motion Picture Soundtrack),https://open.spotify.com/track/6HYCOHzY2xR4W2dOokH3ed,2001-11-19,Howard Shore,canadian classical,57,0.299,0.492,5,-13.19,0,0.0544,0.36,0.905,0.202,0.0365,84.204,357400,4
"Lothlorien (feat. ""Lament for Gandalf"")",The Lord of the Rings: The Fellowship of the Ring (Original Motion Picture Soundtrack),https://open.spotify.com/track/63CXPpiEiW7JnXvZ1cUXcp,2001-11-19,Howard Shore,canadian classical,52,0.167,0.117,7,-20.316,1,0.0374,0.869,0.928,0.112,0.0328,86.378,273933,4
The Great River,The Lord of the Rings: The Fellowship of the Ring (Original Motion Picture Soundtrack),https://open.spotify.com/track/7i0nvZRGgVqymOsRbJvQmi,2001-11-19,Howard Shore,canadian classical,48,0.157,0.124,3,-18.094,0,0.0407,0.96,0.768,0.0885,0.0343,77.278,162733,4
Amon Hen,The Lord of the Rings: The Fellowship of the Ring (Original Motion Picture Soundtrack),https://open.spotify.com/track/5gtiF6aMCLMHMJsRXlSv5V,2001-11-19,Howard Shore,canadian classical,48,0.0982,0.127,9,-17.731,0,0.0367,0.85,0.913,0.106,0.0381,81.303,302200,4
"The Breaking of the Fellowship (feat. ""In Dreams"")",The Lord of the Rings: The Fellowship of the Ring (Original Motion Picture Soundtrack),https://open.spotify.com/track/1ykbtFnlIjmIFnZ8j6wg6i,2001-11-19,Howard Shore,canadian classical,62,0.131,0.137,2,-20.553,1,0.0387,0.934,0.485,0.087,0.0465,78.577,440800,4
